"person_id","education_years","simulated_latent_ability","simulated_service_preference","simulated_principal_stratum","simulated_treatment_effect","simulated_earnings_without_service","simulated_earnings_with_service","scenario","simulated_lottery_order","draft_eligible","served_military","annual_earnings_thousands"
972,14,0.851190395451291,0.221434930415596,"Complier",-5,48.9031173696014,43.9031173696014,"Failure: non-random eligibility",3547,0,0,48.9031173696014
973,11,-0.329304191517259,-0.278938577167446,"Never-taker",-3.5,35.3904788715948,31.8904788715948,"Failure: non-random eligibility",153,1,0,35.3904788715948
974,11,-1.00360701843134,-0.64686731635291,"Never-taker",-3.5,45.046583234005,41.546583234005,"Failure: non-random eligibility",2270,1,0,45.046583234005
975,11,-0.832154197241812,0.699885199389571,"Complier",-5,42.1612471246254,37.1612471246254,"Failure: non-random eligibility",432,1,1,37.1612471246254
976,12,-0.896092728270815,-0.284517945938106,"Never-taker",-3.5,38.1948365999151,34.6948365999151,"Failure: non-random eligibility",964,1,0,38.1948365999151
977,13,0.132556510268266,2.14295004395328,"Always-taker",-2,54.2701118724257,52.2701118724257,"Failure: non-random eligibility",2858,0,1,52.2701118724257
978,12,-0.965655192618319,-0.338479471728692,"Never-taker",-3.5,47.6470828893095,44.1470828893095,"Failure: non-random eligibility",886,1,0,47.6470828893095
979,10,-1.51197707839527,-0.377086959212211,"Never-taker",-3.5,35.088634601013,31.588634601013,"Failure: non-random eligibility",85,1,0,35.088634601013
980,8,-1.6552587950975,0.264741894047749,"Complier",-5,33.1436712236043,28.1436712236043,"Failure: non-random eligibility",564,1,1,28.1436712236043
981,12,-0.0598844938187244,-0.595779776990713,"Never-taker",-3.5,42.9203861187541,39.4203861187541,"Failure: non-random eligibility",2786,0,0,42.9203861187541
982,10,-0.733568421186472,1.48627885233911,"Always-taker",-2,51.093492282725,49.093492282725,"Failure: non-random eligibility",2899,0,1,49.093492282725
983,14,0.397099106502657,0.903802642193518,"Complier",-5,47.9075949577716,42.9075949577716,"Failure: non-random eligibility",2975,0,0,47.9075949577716
984,12,0.40608896626884,0.421790396042787,"Complier",-5,49.9986587897771,44.9986587897771,"Failure: non-random eligibility",3231,0,0,49.9986587897771
985,12,-0.297060640852899,-0.29743992838542,"Never-taker",-3.5,41.4902170862405,37.9902170862405,"Failure: non-random eligibility",3586,0,0,41.4902170862405
986,15,1.49755212562309,-0.0847490376825911,"Never-taker",-3.5,58.0822851928514,54.5822851928514,"Failure: non-random eligibility",4230,0,0,58.0822851928514
987,14,0.615035577424372,1.78538890073487,"Always-taker",-2,54.1332012243598,52.1332012243598,"Failure: non-random eligibility",1770,1,1,52.1332012243598
988,13,-0.0100271257160804,-0.433102941058629,"Never-taker",-3.5,41.3380771625447,37.8380771625447,"Failure: non-random eligibility",2511,0,0,41.3380771625447
989,14,-0.234175613545027,-1.35302374212663,"Never-taker",-3.5,45.6467432264361,42.1467432264361,"Failure: non-random eligibility",2614,0,0,45.6467432264361
990,13,0.0563585501003041,1.35113982724256,"Always-taker",-2,45.7709034769548,43.7709034769548,"Failure: non-random eligibility",1288,1,1,43.7709034769548
991,14,1.29721920547946,-0.120896294585354,"Never-taker",-3.5,46.9276704603797,43.4276704603797,"Failure: non-random eligibility",2723,0,0,46.9276704603797
992,12,0.0684954372499548,-0.331778005375818,"Never-taker",-3.5,41.263842285578,37.763842285578,"Failure: non-random eligibility",2931,0,0,41.263842285578
993,12,0.24003896492735,0.583454317109573,"Complier",-5,49.2484121963228,44.2484121963228,"Failure: non-random eligibility",1306,1,1,44.2484121963228
994,12,-0.275223527610432,0.443120643891418,"Complier",-5,46.0383674329189,41.0383674329189,"Failure: non-random eligibility",1684,1,1,41.0383674329189
995,14,-0.0477993759473813,0.844338946774948,"Complier",-5,47.7367707412339,42.7367707412339,"Failure: non-random eligibility",3811,0,0,47.7367707412339
996,9,-1.00009665440222,-1.98647078882343,"Never-taker",-3.5,35.126768852374,31.626768852374,"Failure: non-random eligibility",4585,0,0,35.126768852374
997,11,0.319260688674234,0.423685468200735,"Complier",-5,48.3820609761831,43.3820609761831,"Failure: non-random eligibility",2955,0,0,48.3820609761831
998,11,-0.856748227587888,2.07023193412284,"Always-taker",-2,50.7289534880251,48.7289534880251,"Failure: non-random eligibility",2541,0,1,48.7289534880251
999,12,0.839899046212927,0.980847624574416,"Complier",-5,48.3886957611887,43.3886957611887,"Failure: non-random eligibility",4304,0,0,48.3886957611887
1000,13,1.33935693660935,-0.298814205450136,"Never-taker",-3.5,45.6996978483834,42.1996978483834,"Failure: non-random eligibility",2105,1,0,45.6996978483834
1001,13,0.762976104169805,0.595451171213702,"Complier",-5,46.3526611274707,41.3526611274707,"Failure: non-random eligibility",3375,0,0,46.3526611274707
1002,11,-0.12745907094877,1.22773851965509,"Complier",-5,44.2817473248055,39.2817473248055,"Failure: non-random eligibility",1791,1,1,39.2817473248055
1003,12,-0.471795273521375,-0.177134064354994,"Never-taker",-3.5,48.3857218257339,44.8857218257339,"Failure: non-random eligibility",3387,0,0,48.3857218257339
1004,10,-1.02562466770657,0.0337919519846037,"Never-taker",-3.5,45.858220661652,42.358220661652,"Failure: non-random eligibility",4492,0,0,45.858220661652
1005,12,0.0804642440338496,-0.614869746793227,"Never-taker",-3.5,39.8749729402852,36.3749729402852,"Failure: non-random eligibility",1559,1,0,39.8749729402852
1006,13,0.0964944367517067,2.42149259649466,"Always-taker",-2,55.222677737763,53.222677737763,"Failure: non-random eligibility",2220,1,1,53.222677737763
1007,12,0.468433291994306,-0.868878834445913,"Never-taker",-3.5,46.6333858995933,43.1333858995933,"Failure: non-random eligibility",4777,0,0,46.6333858995933
1008,14,1.20426712436138,0.695354453119643,"Complier",-5,52.0712657903694,47.0712657903694,"Failure: non-random eligibility",4693,0,0,52.0712657903694
1009,12,0.466434819300649,0.416851867275828,"Complier",-5,51.0167469464257,46.0167469464257,"Failure: non-random eligibility",2447,1,1,46.0167469464257
1010,9,-1.29946364511363,-1.11448855487365,"Never-taker",-3.5,35.2870903338751,31.7870903338751,"Failure: non-random eligibility",1945,1,0,35.2870903338751
1011,12,0.283607766526176,0.414512029759728,"Complier",-5,42.6847688923401,37.6847688923401,"Failure: non-random eligibility",3211,0,0,42.6847688923401
1012,12,-1.34463513041097,-0.806190423113342,"Never-taker",-3.5,48.2201298591721,44.7201298591721,"Failure: non-random eligibility",4771,0,0,48.2201298591721
1013,11,-0.350140728363491,0.21015410850982,"Complier",-5,47.8669792913343,42.8669792913343,"Failure: non-random eligibility",2114,1,1,42.8669792913343
1014,13,-0.320207341420171,0.235691778496914,"Complier",-5,48.5003716170999,43.5003716170999,"Failure: non-random eligibility",3661,0,0,48.5003716170999
1015,11,0.122643307986824,-0.023066527928941,"Never-taker",-3.5,39.8578847504627,36.3578847504627,"Failure: non-random eligibility",2832,0,0,39.8578847504627
1016,12,0.857392349934654,-0.00790796786589442,"Never-taker",-3.5,44.3638387223493,40.8638387223493,"Failure: non-random eligibility",3309,0,0,44.3638387223493
1017,12,-0.635750902879582,-0.174448266739571,"Never-taker",-3.5,45.6578761808546,42.1578761808546,"Failure: non-random eligibility",82,1,0,45.6578761808546
1018,15,2.31518735187222,-0.444378704309226,"Never-taker",-3.5,54.2743549250178,50.7743549250178,"Failure: non-random eligibility",4647,0,0,54.2743549250178
1019,13,0.0766076982828556,-1.39340132278003,"Never-taker",-3.5,40.5418769706318,37.0418769706318,"Failure: non-random eligibility",1774,1,0,40.5418769706318
1020,11,-0.363463036048088,-0.0200681109411654,"Never-taker",-3.5,36.2091126560561,32.7091126560561,"Failure: non-random eligibility",1519,1,0,36.2091126560561
1021,15,1.64309204210228,-0.893409343663293,"Never-taker",-3.5,54.39109430305,50.89109430305,"Failure: non-random eligibility",3126,0,0,54.39109430305
1022,12,-0.186214935413592,-0.291517069052049,"Never-taker",-3.5,43.8799023193786,40.3799023193786,"Failure: non-random eligibility",3212,0,0,43.8799023193786
1023,10,-3.10921498910176,-1.06499077366309,"Never-taker",-3.5,29.2109893194742,25.7109893194742,"Failure: non-random eligibility",47,1,0,29.2109893194742
1024,13,-1.1268177778005,-0.706834107903777,"Never-taker",-3.5,41.5095906155605,38.0095906155605,"Failure: non-random eligibility",1800,1,0,41.5095906155605
1025,12,-1.06100324420487,1.59144822879644,"Always-taker",-2,48.3283916295731,46.3283916295731,"Failure: non-random eligibility",751,1,1,46.3283916295731
1026,11,-0.343656760699611,-1.7298648421347,"Never-taker",-3.5,37.6648592592154,34.1648592592154,"Failure: non-random eligibility",3048,0,0,37.6648592592154
1027,14,1.02170644249727,-0.429227503981332,"Never-taker",-3.5,54.8269192426067,51.3269192426067,"Failure: non-random eligibility",2787,0,0,54.8269192426067
1028,12,0.482260109230073,-1.30174951822274,"Never-taker",-3.5,41.0139914021589,37.5139914021589,"Failure: non-random eligibility",945,1,0,41.0139914021589
1029,13,0.218544137232316,1.19909604213165,"Complier",-5,58.6561066238772,53.6561066238772,"Failure: non-random eligibility",4046,0,0,58.6561066238772
1030,12,1.00700420717038,0.141121200797466,"Complier",-5,44.0567973960404,39.0567973960404,"Failure: non-random eligibility",3977,0,0,44.0567973960404
1031,8,-2.25906569137958,-1.0617810048629,"Never-taker",-3.5,35.0585776701234,31.5585776701234,"Failure: non-random eligibility",763,1,0,35.0585776701234
1032,13,0.338235004213636,-0.652999933120335,"Never-taker",-3.5,40.3026994462149,36.8026994462149,"Failure: non-random eligibility",1572,1,0,40.3026994462149
1033,12,-1.92347521867027,2.06648959352089,"Always-taker",-2,38.6177677281691,36.6177677281691,"Failure: non-random eligibility",1166,1,1,36.6177677281691
1034,10,-1.96868956962762,-1.18888851157699,"Never-taker",-3.5,30.2780478463114,26.7780478463114,"Failure: non-random eligibility",559,1,0,30.2780478463114
1035,12,-1.41232001346173,-0.433947551571773,"Never-taker",-3.5,44.4228974553207,40.9228974553207,"Failure: non-random eligibility",3765,0,0,44.4228974553207
1036,14,0.265976707669873,-0.89191344641103,"Never-taker",-3.5,41.6765452036205,38.1765452036205,"Failure: non-random eligibility",842,1,0,41.6765452036205
1037,16,1.35395781478791,-0.0111113981352218,"Never-taker",-3.5,59.0911118827386,55.5911118827386,"Failure: non-random eligibility",1351,1,0,59.0911118827386
1038,13,0.524337997749266,-0.542392429293169,"Never-taker",-3.5,46.3438805790022,42.8438805790022,"Failure: non-random eligibility",1045,1,0,46.3438805790022
1039,12,0.494688665708562,-0.00779767787434955,"Never-taker",-3.5,46.4469278641049,42.9469278641049,"Failure: non-random eligibility",4866,0,0,46.4469278641049
1040,11,-0.795843226274141,0.0438789057526913,"Never-taker",-3.5,49.3296841849789,45.8296841849789,"Failure: non-random eligibility",1198,1,0,49.3296841849789
1041,12,-0.161648453330092,-0.738304047843252,"Never-taker",-3.5,40.6427809607429,37.1427809607429,"Failure: non-random eligibility",1358,1,0,40.6427809607429
1042,12,-0.193340870126023,-2.93015995641496,"Never-taker",-3.5,37.782325255809,34.282325255809,"Failure: non-random eligibility",857,1,0,37.782325255809
1043,9,-1.97331669161113,-0.512650597530028,"Never-taker",-3.5,35.2301183233183,31.7301183233183,"Failure: non-random eligibility",339,1,0,35.2301183233183
1044,12,0.0653343480835949,0.0284304956786176,"Never-taker",-3.5,39.8034004022368,36.3034004022368,"Failure: non-random eligibility",1709,1,0,39.8034004022368
1045,11,-0.370940545894779,-0.152783676390528,"Never-taker",-3.5,44.1052832479119,40.6052832479119,"Failure: non-random eligibility",2289,1,0,44.1052832479119
1046,12,0.424254159979767,0.139795787254268,"Complier",-5,42.8719556675514,37.8719556675514,"Failure: non-random eligibility",2827,0,0,42.8719556675514
1047,15,1.40209521950835,-0.0957095581536356,"Never-taker",-3.5,57.9662417290483,54.4662417290483,"Failure: non-random eligibility",4473,0,0,57.9662417290483
1048,13,-0.832636212308972,0.831654740022333,"Complier",-5,51.6617959327995,46.6617959327995,"Failure: non-random eligibility",2543,0,0,51.6617959327995
1049,14,1.23164475872766,-0.680153301543104,"Never-taker",-3.5,45.6244040051228,42.1244040051228,"Failure: non-random eligibility",2781,0,0,45.6244040051228
1050,10,-3.01796489432108,-1.1667247029314,"Never-taker",-3.5,26.9795207612573,23.4795207612573,"Failure: non-random eligibility",106,1,0,26.9795207612573
1051,13,1.07927122465066,0.031366651556045,"Never-taker",-3.5,54.3009770025225,50.8009770025225,"Failure: non-random eligibility",4028,0,0,54.3009770025225
1052,16,1.89979666543931,-0.420689872277647,"Never-taker",-3.5,57.6685603916842,54.1685603916842,"Failure: non-random eligibility",1805,1,0,57.6685603916842
1053,12,-0.0645065236104736,-1.27699371559358,"Never-taker",-3.5,41.0004359147684,37.5004359147684,"Failure: non-random eligibility",235,1,0,41.0004359147684
1054,11,-0.958058188805549,0.17550229782077,"Complier",-5,49.2667781130031,44.2667781130031,"Failure: non-random eligibility",1472,1,1,44.2667781130031
1055,15,0.295009210582835,0.941803694394028,"Complier",-5,51.4136003972574,46.4136003972574,"Failure: non-random eligibility",3480,0,0,51.4136003972574
1056,14,1.16128875990209,0.987371881924363,"Complier",-5,48.7521920864015,43.7521920864015,"Failure: non-random eligibility",4936,0,0,48.7521920864015
1057,11,-1.8653123385929,-1.36272108977368,"Never-taker",-3.5,38.422731793908,34.922731793908,"Failure: non-random eligibility",155,1,0,38.422731793908
1058,13,1.19919001045043,-1.99854512162429,"Never-taker",-3.5,40.1301969885491,36.6301969885491,"Failure: non-random eligibility",2465,1,0,40.1301969885491
1059,13,0.937814377000041,0.403156063478911,"Complier",-5,42.9389589956218,37.9389589956218,"Failure: non-random eligibility",4813,0,0,42.9389589956218
1060,14,1.21037086479247,-0.427337123417698,"Never-taker",-3.5,49.5223356983286,46.0223356983286,"Failure: non-random eligibility",4383,0,0,49.5223356983286
1061,8,-2.3916409793096,-1.02002697086124,"Never-taker",-3.5,36.1229510388466,32.6229510388466,"Failure: non-random eligibility",976,1,0,36.1229510388466
1062,15,1.21012243935368,-0.322079545789051,"Never-taker",-3.5,52.8098598941477,49.3098598941477,"Failure: non-random eligibility",3496,0,0,52.8098598941477
1063,13,-0.910679547326232,0.216146614538317,"Complier",-5,42.8926237475803,37.8926237475803,"Failure: non-random eligibility",2701,0,0,42.8926237475803
1064,15,0.849558362594026,1.66358622576066,"Always-taker",-2,50.2559492152584,48.2559492152584,"Failure: non-random eligibility",3904,0,1,48.2559492152584
1065,13,-0.696556393979154,1.53363857088532,"Always-taker",-2,49.6395746327525,47.6395746327525,"Failure: non-random eligibility",1531,1,1,47.6395746327525
1066,15,0.0858517082778126,0.798252950072369,"Complier",-5,47.8209414293372,42.8209414293372,"Failure: non-random eligibility",2744,0,0,47.8209414293372
1067,15,0.44556478879583,1.28530786875281,"Complier",-5,56.5583154882803,51.5583154882803,"Failure: non-random eligibility",2291,1,1,51.5583154882803
1068,10,-1.31958524274065,1.5368017821851,"Always-taker",-2,41.1862461543105,39.1862461543105,"Failure: non-random eligibility",4841,0,1,39.1862461543105
1069,15,1.13836969641781,-0.504954042373503,"Never-taker",-3.5,43.747027793212,40.247027793212,"Failure: non-random eligibility",4248,0,0,43.747027793212
1070,15,0.36978730073752,0.885424294626337,"Complier",-5,48.9700710093208,43.9700710093208,"Failure: non-random eligibility",3517,0,0,48.9700710093208
1071,13,2.06690132404435,1.18250486568049,"Complier",-5,53.9744720413289,48.9744720413289,"Failure: non-random eligibility",4127,0,0,53.9744720413289
1072,13,-0.656710458880735,0.898481868784422,"Complier",-5,52.3492208024762,47.3492208024762,"Failure: non-random eligibility",1072,1,1,47.3492208024762
1073,13,0.797613088042262,-0.302620210102325,"Never-taker",-3.5,43.2035438880906,39.7035438880906,"Failure: non-random eligibility",1740,1,0,43.2035438880906
1074,12,0.0912623163105876,0.377593452850802,"Complier",-5,42.9142747775008,37.9142747775008,"Failure: non-random eligibility",1469,1,1,37.9142747775008
1075,13,1.87675153920782,0.656730355371546,"Complier",-5,58.0129944731883,53.0129944731883,"Failure: non-random eligibility",2812,0,0,58.0129944731883
1076,11,-1.83314861098511,0.00107275461501641,"Never-taker",-3.5,49.6351680820415,46.1351680820415,"Failure: non-random eligibility",228,1,0,49.6351680820415
1077,12,0.0192174806708154,0.0714991611896604,"Never-taker",-3.5,44.8479276649925,41.3479276649925,"Failure: non-random eligibility",2951,0,0,44.8479276649925
1078,13,-0.291449087148765,-0.252900824909144,"Never-taker",-3.5,45.1015759537822,41.6015759537822,"Failure: non-random eligibility",1475,1,0,45.1015759537822
1079,14,-0.109146264415075,-0.0630210353783167,"Never-taker",-3.5,44.4392060356242,40.9392060356242,"Failure: non-random eligibility",862,1,0,44.4392060356242
1080,13,-0.163489599795929,-0.987730890917583,"Never-taker",-3.5,39.6584917045081,36.1584917045081,"Failure: non-random eligibility",1273,1,0,39.6584917045081
1081,11,-0.542370329095495,-0.296648005044927,"Never-taker",-3.5,41.9604024096368,38.4604024096368,"Failure: non-random eligibility",1474,1,0,41.9604024096368
1082,14,1.84294414004494,-0.0469683763867647,"Never-taker",-3.5,52.546177604002,49.046177604002,"Failure: non-random eligibility",2823,0,0,52.546177604002
1083,13,0.402483602678073,1.11042460339595,"Complier",-5,54.9148831995264,49.9148831995264,"Failure: non-random eligibility",687,1,1,49.9148831995264
1084,14,0.828439581511597,-0.594470957432251,"Never-taker",-3.5,45.7139543024851,42.2139543024851,"Failure: non-random eligibility",3665,0,0,45.7139543024851
1085,13,-0.366091225900861,1.60114482884918,"Always-taker",-2,50.5960328762023,48.5960328762023,"Failure: non-random eligibility",715,1,1,48.5960328762023
1086,10,-0.819268007625184,0.240567951985519,"Complier",-5,44.9558549952066,39.9558549952066,"Failure: non-random eligibility",4603,0,0,44.9558549952066
1087,10,-2.77727476527459,-0.526271647152357,"Never-taker",-3.5,35.1630748289718,31.6630748289718,"Failure: non-random eligibility",937,1,0,35.1630748289718
1088,13,0.295836736189025,-1.74103848197991,"Never-taker",-3.5,49.2773626225734,45.7773626225734,"Failure: non-random eligibility",4116,0,0,49.2773626225734
1089,10,-0.133105961320458,-0.0818058453557439,"Never-taker",-3.5,34.1933671434018,30.6933671434018,"Failure: non-random eligibility",3498,0,0,34.1933671434018
1090,11,-0.434173777245493,0.768451112065041,"Complier",-5,45.9739826247043,40.9739826247043,"Failure: non-random eligibility",2106,1,1,40.9739826247043
1091,12,-0.367063567414404,-0.156810427750107,"Never-taker",-3.5,44.1223081960341,40.6223081960341,"Failure: non-random eligibility",2009,1,0,44.1223081960341
1092,9,-1.16599908717627,1.58859131523779,"Always-taker",-2,48.0962890805314,46.0962890805314,"Failure: non-random eligibility",2369,1,1,46.0962890805314
1093,13,0.159056536963881,0.432665969373798,"Complier",-5,48.6988146676848,43.6988146676848,"Failure: non-random eligibility",2457,1,1,43.6988146676848
1094,12,0.41133375149341,-2.3295789525897,"Never-taker",-3.5,40.6830834636724,37.1830834636724,"Failure: non-random eligibility",3401,0,0,40.6830834636724
1095,13,0.188002024815507,-1.98456404337673,"Never-taker",-3.5,40.6622001829857,37.1622001829857,"Failure: non-random eligibility",3285,0,0,40.6622001829857
1096,12,-0.0202110777740281,-0.25846453845397,"Never-taker",-3.5,39.8025041335704,36.3025041335704,"Failure: non-random eligibility",2731,0,0,39.8025041335704
1097,12,0.571553433878282,1.45873647837744,"Always-taker",-2,48.5018122622893,46.5018122622893,"Failure: non-random eligibility",4620,0,1,46.5018122622893
1098,14,-1.05653974028025,-0.628356385366013,"Never-taker",-3.5,48.2215107575496,44.7215107575496,"Failure: non-random eligibility",2673,0,0,48.2215107575496
1099,9,-1.79877270686338,0.192480446908235,"Complier",-5,35.6526981203614,30.6526981203614,"Failure: non-random eligibility",437,1,1,30.6526981203614
1100,14,0.0604693352422348,-0.537933195994996,"Never-taker",-3.5,44.5137568385862,41.0137568385862,"Failure: non-random eligibility",3642,0,0,44.5137568385862
1101,13,0.829853332707584,0.6272495785486,"Complier",-5,50.9038724558106,45.9038724558106,"Failure: non-random eligibility",3163,0,0,50.9038724558106
1102,14,0.222052568730596,0.108690262401948,"Never-taker",-3.5,44.9173881399826,41.4173881399826,"Failure: non-random eligibility",683,1,0,44.9173881399826
1103,14,1.52909300562635,1.6924180142265,"Always-taker",-2,53.0451004340159,51.0451004340159,"Failure: non-random eligibility",4524,0,1,51.0451004340159
1104,14,1.68723195765631,-0.607755370691234,"Never-taker",-3.5,49.1380877781325,45.6380877781325,"Failure: non-random eligibility",4763,0,0,49.1380877781325
1105,11,-0.124266668556559,2.0812630400947,"Always-taker",-2,50.8573501781443,48.8573501781443,"Failure: non-random eligibility",1591,1,1,48.8573501781443
1106,14,1.44548388707437,0.866519428719605,"Complier",-5,50.4548198226498,45.4548198226498,"Failure: non-random eligibility",1526,1,1,45.4548198226498
1107,12,-0.596066530709709,-1.50901825642833,"Never-taker",-3.5,38.7073665588266,35.2073665588266,"Failure: non-random eligibility",1704,1,0,38.7073665588266
1108,10,-1.23003715906782,1.07103845642782,"Complier",-5,47.473959015339,42.473959015339,"Failure: non-random eligibility",4115,0,0,47.473959015339
1109,10,-1.63852200516889,0.526780849017066,"Complier",-5,39.3441064102157,34.3441064102157,"Failure: non-random eligibility",141,1,1,34.3441064102157
1110,17,1.85957047794793,-0.539319043825994,"Never-taker",-3.5,50.4755678226428,46.9755678226428,"Failure: non-random eligibility",4131,0,0,50.4755678226428
1111,10,-0.319573334806313,0.552009083723796,"Complier",-5,37.348763839723,32.348763839723,"Failure: non-random eligibility",2603,0,0,37.348763839723
1112,11,0.484738656084551,-0.808566554435863,"Never-taker",-3.5,45.2610143048231,41.7610143048231,"Failure: non-random eligibility",4751,0,0,45.2610143048231
1113,12,-1.09170565527579,-2.22927354618477,"Never-taker",-3.5,40.5425896498998,37.0425896498998,"Failure: non-random eligibility",635,1,0,40.5425896498998
1114,11,-1.33858132994025,0.977981817729686,"Complier",-5,40.2208812829378,35.2208812829378,"Failure: non-random eligibility",36,1,1,35.2208812829378
1115,12,0.286712112469644,0.147345140927818,"Complier",-5,48.6192295822961,43.6192295822961,"Failure: non-random eligibility",4374,0,0,48.6192295822961
1116,11,-1.17302213548427,-1.49778393591728,"Never-taker",-3.5,31.1263343232787,27.6263343232787,"Failure: non-random eligibility",1197,1,0,31.1263343232787
1117,11,-0.934493322006427,2.81883812104436,"Always-taker",-2,46.8962919693125,44.8962919693125,"Failure: non-random eligibility",372,1,1,44.8962919693125
1118,13,0.859012822670792,1.37984487526045,"Always-taker",-2,43.3475650070879,41.3475650070879,"Failure: non-random eligibility",1096,1,1,41.3475650070879
1119,13,0.743133573488443,-1.21751155142418,"Never-taker",-3.5,48.7420015031838,45.2420015031838,"Failure: non-random eligibility",4821,0,0,48.7420015031838
1120,13,0.175025323620226,1.29167026077038,"Complier",-5,45.8321821592843,40.8321821592843,"Failure: non-random eligibility",1975,1,1,40.8321821592843
1121,13,0.815051801553117,-0.166041824018268,"Never-taker",-3.5,37.9254036905581,34.4254036905581,"Failure: non-random eligibility",3841,0,0,37.9254036905581
1122,14,-0.268713132162339,0.451605743709021,"Complier",-5,52.17263570294,47.17263570294,"Failure: non-random eligibility",1751,1,1,47.17263570294
1123,16,1.20721582297246,0.170590814353141,"Complier",-5,51.4639951383653,46.4639951383653,"Failure: non-random eligibility",1433,1,1,46.4639951383653
1124,13,0.515302683282075,-0.417538977748405,"Never-taker",-3.5,47.6083754379383,44.1083754379383,"Failure: non-random eligibility",2315,1,0,47.6083754379383
1125,12,0.121228336811874,0.237390153876211,"Complier",-5,39.7202939561744,34.7202939561744,"Failure: non-random eligibility",698,1,1,34.7202939561744
1126,12,-1.18446302846702,0.0607848638755927,"Never-taker",-3.5,40.8725172551588,37.3725172551588,"Failure: non-random eligibility",541,1,0,40.8725172551588
1127,13,0.696395116578808,-1.39088345599344,"Never-taker",-3.5,51.5758130134851,48.0758130134851,"Failure: non-random eligibility",2275,1,0,51.5758130134851
1128,12,-0.908671006399793,0.281445965185976,"Complier",-5,48.7845013611619,43.7845013611619,"Failure: non-random eligibility",1793,1,1,43.7845013611619
1129,13,0.865315300730988,-0.330652134234221,"Never-taker",-3.5,41.700796007779,38.200796007779,"Failure: non-random eligibility",3359,0,0,41.700796007779
1130,14,0.657860036204998,0.189962942003632,"Complier",-5,47.6973538715894,42.6973538715894,"Failure: non-random eligibility",3715,0,0,47.6973538715894
1131,15,2.02964251814301,0.0760411145978138,"Never-taker",-3.5,57.8263223195861,54.3263223195861,"Failure: non-random eligibility",2309,1,0,57.8263223195861
1132,13,0.867138341937964,-0.816421512285246,"Never-taker",-3.5,49.6636729471093,46.1636729471093,"Failure: non-random eligibility",771,1,0,49.6636729471093
1133,15,0.487791206704479,-1.05491955220936,"Never-taker",-3.5,47.3304678792826,43.8304678792826,"Failure: non-random eligibility",1239,1,0,47.3304678792826
1134,11,-0.919931019632105,-0.252210722963775,"Never-taker",-3.5,41.4341153330888,37.9341153330888,"Failure: non-random eligibility",4139,0,0,41.4341153330888
1135,11,-1.42603481848076,-0.0826230737509809,"Never-taker",-3.5,39.6858528840822,36.1858528840822,"Failure: non-random eligibility",1434,1,0,39.6858528840822
1136,14,1.23166830736887,-0.458792270365626,"Never-taker",-3.5,48.2940467347195,44.7940467347195,"Failure: non-random eligibility",4743,0,0,48.2940467347195
1137,10,-1.78456238329392,0.733777540031283,"Complier",-5,43.8894834085421,38.8894834085421,"Failure: non-random eligibility",1402,1,1,38.8894834085421
1138,14,0.267790116640007,-1.65265081944916,"Never-taker",-3.5,50.8067948663498,47.3067948663498,"Failure: non-random eligibility",3885,0,0,50.8067948663498
1139,12,-0.647437612925091,-0.994602942212061,"Never-taker",-3.5,46.0754558288797,42.5754558288797,"Failure: non-random eligibility",4024,0,0,46.0754558288797
1140,13,-0.104887347075581,1.86894662603671,"Always-taker",-2,49.2305633615026,47.2305633615026,"Failure: non-random eligibility",4080,0,1,47.2305633615026
1141,11,0.104422124650371,-0.377037005044482,"Never-taker",-3.5,41.2814085761302,37.7814085761302,"Failure: non-random eligibility",3981,0,0,41.2814085761302
1142,12,0.179604996675202,2.14611120926346,"Always-taker",-2,44.3109191079899,42.3109191079899,"Failure: non-random eligibility",3220,0,1,42.3109191079899
1143,11,-1.34961221385364,-0.508014012800076,"Never-taker",-3.5,34.7423864836197,31.2423864836197,"Failure: non-random eligibility",1728,1,0,34.7423864836197
1144,12,-0.611709250342409,0.103598164523238,"Never-taker",-3.5,47.1617163033533,43.6617163033533,"Failure: non-random eligibility",1828,1,0,47.1617163033533
1145,14,1.35956285592566,0.0914778959678394,"Never-taker",-3.5,49.2974126969237,45.7974126969237,"Failure: non-random eligibility",4495,0,0,49.2974126969237
1146,10,-1.84222966669381,0.0447371407258963,"Never-taker",-3.5,42.7390842731514,39.2390842731514,"Failure: non-random eligibility",643,1,0,42.7390842731514
1147,12,-0.291525045297506,2.21906801145251,"Always-taker",-2,44.417322219331,42.417322219331,"Failure: non-random eligibility",4021,0,1,42.417322219331
1148,14,0.835146810384537,0.934920087912439,"Complier",-5,53.9380483268648,48.9380483268648,"Failure: non-random eligibility",4201,0,0,53.9380483268648
1149,12,-0.628194984097814,1.43091442331318,"Always-taker",-2,48.6746484373492,46.6746484373492,"Failure: non-random eligibility",1958,1,1,46.6746484373492
1150,13,0.58543418910512,0.201810616338712,"Complier",-5,54.9652869134169,49.9652869134169,"Failure: non-random eligibility",1025,1,1,49.9652869134169
1151,13,0.917598935765429,0.061646634217193,"Never-taker",-3.5,44.2389036449946,40.7389036449946,"Failure: non-random eligibility",2129,1,0,44.2389036449946
1152,11,-0.23686634006048,0.187673892348874,"Complier",-5,53.4106013550379,48.4106013550379,"Failure: non-random eligibility",645,1,1,48.4106013550379
1153,10,-1.11789414669553,1.7279298677789,"Always-taker",-2,47.1039421077634,45.1039421077634,"Failure: non-random eligibility",1899,1,1,45.1039421077634
