"pupil_id","school_id","female","disadvantaged","baseline_score","parental_education_years","simulated_parental_affluence","simulated_latent_motivation","simulated_y0","simulated_y1","simulated_individual_effect","assigned_small_class","received_small_class","end_school_year_score"
364,2,0,1,44.9551935201259,9.54899817157778,-0.320981815655109,-0.914171693567152,41.3511472676566,45.3511472676566,4,1,1,45.3511472676566
365,2,1,0,55.6379667848838,14.1438404077582,1.2333643292014,1.202149610175,55.8614440743737,59.8614440743737,4,1,1,59.8614440743737
366,2,1,0,45.4133186735495,11.0474747350856,-1.00872413663091,0.353580796707278,43.4785684580604,47.4785684580604,4,0,0,43.4785684580604
367,2,1,0,54.7579537396271,10.3046618539267,-0.128860651597034,0.0577114365193164,57.3286265756071,61.3286265756071,4,0,0,57.3286265756071
368,2,0,1,51.7198859039731,10.2885453025999,0.24968523526775,0.441272036340342,47.4752443174161,51.4752443174161,4,1,1,51.4752443174161
369,2,1,0,47.5721955421562,11.2079989410288,-1.0021676635546,-0.267538618159753,40.4720134298312,44.4720134298312,4,1,1,44.4720134298312
370,2,1,1,30.2721953070636,7.20639767760059,-1.50930054557651,1.2851022852693,33.1130773692368,37.1130773692368,4,0,0,33.1130773692368
371,2,1,1,50.3926919578263,14.9747209275611,0.961791768112743,-1.75781234113714,46.7278248659045,50.7278248659045,4,0,0,46.7278248659045
372,2,1,0,56.1042918830465,9.93233336692307,-0.644797843386822,1.04740675183527,44.8212246302799,48.8212246302799,4,1,1,48.8212246302799
373,2,1,0,63.1438767122965,12.7529820828367,0.703675481627093,1.34051766930411,57.9641509000654,61.9641509000654,4,1,1,61.9641509000654
374,2,0,0,43.0874977316563,13.7791257090932,0.865044630107775,-0.547180386981207,45.8924817375448,49.8924817375448,4,1,1,49.8924817375448
375,2,0,0,56.7726993626507,15.2126155536714,0.136397172426442,-1.29495470732912,52.686071379311,56.686071379311,4,0,0,52.686071379311
376,2,0,0,52.2773767432049,12.7884913903061,1.23574061710996,0.13366514573618,55.2709863868842,59.2709863868842,4,0,0,55.2709863868842
377,2,1,0,52.6528180664295,15.2056906378189,0.944497791679896,-0.149803032707932,52.4734950186585,56.4734950186585,4,1,1,56.4734950186585
378,2,1,1,49.0900123279355,11.1998792314215,-0.394066623694973,0.812931577448952,54.0689059709276,58.0689059709276,4,1,1,58.0689059709276
379,2,1,1,52.4289579325095,9.66334895076258,-2.28947462140288,1.5541208180965,41.3365548492892,45.3365548492892,4,0,0,41.3365548492892
380,2,0,1,45.8527786457902,12.7983732379864,0.555255864265305,0.176912830507239,44.7503160084958,48.7503160084958,4,0,0,44.7503160084958
381,2,1,0,59.3743975130614,11.2335179582724,-0.682990445753613,-0.065468293777743,48.4559012572311,52.4559012572311,4,0,0,48.4559012572311
382,2,0,0,50.9544232349485,15.1485489022836,-1.33171760226397,-0.974117551765008,45.8041817413377,49.8041817413377,4,1,1,49.8041817413377
383,2,0,1,52.5477438036562,14.2665033082541,-0.935254111818088,-1.16915650418994,40.5220936319506,44.5220936319506,4,1,1,44.5220936319506
384,2,0,0,47.3236461134113,9.6223538415039,-0.00899555421736782,-1.29716402449591,42.4437581475423,46.4437581475423,4,1,1,46.4437581475423
385,2,0,1,41.0134826332381,11.2811434107782,0.0724547352765877,-0.05367674503704,43.8709688107776,47.8709688107776,4,1,1,47.8709688107776
386,2,0,0,58.3959999210529,8.84727505483989,0.638315539330996,-0.289403571945933,53.9003509929205,57.9003509929205,4,1,1,57.9003509929205
387,2,0,0,50.4817961377028,10.5077691339715,0.559488804318526,0.592694166985732,48.2257570350285,52.2257570350285,4,0,0,48.2257570350285
388,2,1,0,51.8809693380414,14.6405986319495,-0.214533803540243,0.934476331636225,56.1206414814521,60.1206414814521,4,0,0,56.1206414814521
389,2,1,1,49.5439523682609,13.130034756274,-0.863895913047957,0.816199493378734,44.5385011254663,48.5385011254663,4,0,0,44.5385011254663
390,2,1,1,52.177098830179,12.5495218268761,-1.61822908902212,0.518567790183312,44.7294239455569,48.7294239455569,4,0,0,44.7294239455569
391,2,1,1,50.529036850384,14.2423503831967,1.66564610437494,-1.15617325302928,54.7872354358314,58.7872354358314,4,1,1,58.7872354358314
392,2,0,0,55.9001263546292,15.4639939554436,0.656169971480436,-0.764069397907234,53.4000022154594,57.4000022154594,4,1,1,57.4000022154594
393,2,0,0,56.6605499000946,12.1476040769714,-0.530248381838618,1.74164839483558,54.9811204541226,58.9811204541226,4,0,0,54.9811204541226
394,2,1,0,41.4971745280477,11.5022024658731,-0.745958078236932,-1.21957764410974,35.2553602708958,39.2553602708958,4,1,1,39.2553602708958
395,2,0,0,55.9185503034822,12.7681137421418,0.0301797854712598,1.2866626170848,59.8940663621375,63.8940663621375,4,0,0,59.8940663621375
396,2,1,0,59.9115386734641,12.1238117286281,0.22351820597473,0.778923834740399,53.5626083801981,57.5626083801981,4,1,1,57.5626083801981
397,2,0,0,49.0019146260279,13.1480004717983,1.65174988888777,-0.545284908069722,52.887854784372,56.887854784372,4,1,1,56.887854784372
398,2,0,1,49.2332931204919,9.71761344138604,-0.174547828959102,-0.243930404518396,41.800752603421,45.800752603421,4,0,0,41.800752603421
399,2,1,0,47.4678240457863,13.269500327481,-2.42026294212957,-0.91386379981096,45.6021523868562,49.6021523868562,4,0,0,45.6021523868562
400,2,0,1,38.4319107312472,10.9131188042228,-0.0055862216001887,-0.797224215341896,37.1653158958512,41.1653158958512,4,0,0,37.1653158958512
401,2,0,0,50.2778863186127,15.5934224339571,3.21062063229196,-0.945801374278807,58.0057936219519,62.0057936219519,4,1,1,62.0057936219519
402,2,1,1,45.0959127219084,12.6580027131044,0.854438525804338,0.974869507124465,51.856960653482,55.856960653482,4,0,0,51.856960653482
403,2,0,0,44.7492628903121,15.2077123857638,0.3893753350666,-0.356616259008383,49.6769210023044,53.6769210023044,4,1,1,53.6769210023044
404,2,0,0,60.8006135032827,8.6913483293161,-0.68720284925868,1.88587166749434,48.4558488694037,52.4558488694037,4,1,1,52.4558488694037
405,2,0,0,43.7097880977023,11.3944417680156,-0.21919347264461,0.502384396600691,50.0238607876048,54.0238607876048,4,0,0,50.0238607876048
406,2,1,0,51.6703508579111,14.5270237081313,1.02573754961604,0.44171126988799,52.6995356575024,56.6995356575024,4,0,0,52.6995356575024
407,2,1,1,35.4050276906874,12.3451489718396,0.180976886094309,-1.20075879997764,32.6696994810799,36.6696994810799,4,1,1,36.6696994810799
408,2,0,1,47.9728085491023,9.77707512879734,0.765244627958031,-0.621663651375223,45.0186004378616,49.0186004378616,4,1,1,49.0186004378616
409,2,1,0,53.2921651846579,10.5536147881222,-0.464670587067007,1.10263731624432,52.0651755705355,56.0651755705355,4,1,1,56.0651755705355
410,2,1,0,47.8748245965664,16.9442411697372,1.37426698459776,-0.468603201129231,49.2350525784983,53.2350525784983,4,0,0,49.2350525784983
411,2,1,0,61.171890971406,12.3733793894019,1.13101074856378,1.04019432901891,59.9272122554827,63.9272122554827,4,1,1,63.9272122554827
412,2,1,1,54.1926131998432,8.86681106034015,-0.0272525393882667,-0.409559842431763,48.018459271118,52.018459271118,4,0,0,48.018459271118
413,2,0,0,53.804159697581,12.7850126399217,-0.27436920275068,0.599956748143238,60.6390759476903,64.6390759476903,4,1,1,64.6390759476903
414,2,1,0,54.7937762070141,13.3038435708079,1.5800629440442,0.551187832931133,58.1978775341405,62.1978775341405,4,0,0,58.1978775341405
415,2,1,1,33.8740049744244,11.6021563506856,-0.761000381448298,0.973750007014457,40.533493785591,44.533493785591,4,0,0,40.533493785591
416,2,0,0,47.4961639119564,14.6749325610806,0.44337472488746,-1.40145872273589,49.0833530393255,53.0833530393255,4,1,1,53.0833530393255
417,2,0,0,44.3041287583739,16.3927127278264,1.14383334005116,-0.839768150210486,48.7089494662889,52.7089494662889,4,0,0,48.7089494662889
418,2,0,0,47.2664801187737,14.8181101900813,0.629627140436205,-1.18625396585073,48.3286364664795,52.3286364664795,4,0,0,48.3286364664795
419,2,1,0,44.6630602880745,7.47055008160025,-1.09780387087208,0.57845221711167,42.484911739272,46.484911739272,4,1,1,46.484911739272
420,2,1,0,65.1530565233789,14.7753255424019,1.8558084320273,-0.827271244314965,61.449868212528,65.449868212528,4,0,0,61.449868212528
421,2,0,0,42.2537791596623,8.73454753752844,-0.255211842554341,-1.87287813451057,37.3638909225662,41.3638909225662,4,1,1,41.3638909225662
422,2,1,0,63.125662141733,14.2757569013258,-0.0310431042746521,0.0896993252671321,56.1884135951776,60.1884135951776,4,1,1,60.1884135951776
423,2,1,0,50.9479208852962,9.21837360690557,-0.0676522070309069,1.62685542331769,47.597613673001,51.597613673001,4,0,0,47.597613673001
424,2,0,0,36.4320054638772,13.4605468556234,-0.253094144110974,-0.414207539081197,43.1498426173167,47.1498426173167,4,1,1,47.1498426173167
425,2,0,0,47.3975452956469,11.024498445768,0.749201607582108,0.374010092243048,52.3039125708769,56.3039125708769,4,1,1,56.3039125708769
426,2,0,1,51.3867136914004,9.24088095292544,0.768603277139426,0.950246016684685,56.0149815962932,60.0149815962932,4,0,0,56.0149815962932
427,2,1,0,57.4353365466215,13.0503479408797,-0.285415751920981,0.0946549387490844,52.9038017342187,56.9038017342187,4,1,1,56.9038017342187
428,2,1,1,52.2903755668473,8.13935706136827,-0.432554147963834,1.9224722843754,47.3723308887637,51.3723308887637,4,0,0,47.3723308887637
429,2,0,0,50.4084040158987,9.82077891326567,-2.16361831287297,-0.513802463018615,40.3286918625363,44.3286918625363,4,0,0,40.3286918625363
430,2,1,1,57.9771638720504,11.1425148452371,-0.964982367521427,0.809322035901436,49.8750470902601,53.8750470902601,4,1,1,53.8750470902601
431,2,0,1,39.0578978588054,8.90174643534613,-2.28296065915277,-0.538738576450716,33.0376267005446,37.0376267005446,4,0,0,33.0376267005446
432,2,0,1,41.59042169564,10.4690372280305,0.173071721398351,1.06329923726165,42.4198150621312,46.4198150621312,4,1,1,46.4198150621312
433,2,0,1,47.8313833882831,13.7696316360201,0.475964088453876,0.38475388640162,52.5068873837581,56.5068873837581,4,0,0,52.5068873837581
434,2,0,0,52.2674886481242,9.30921339380637,-0.45449971207369,1.09962169441048,50.5419852124404,54.5419852124404,4,0,0,50.5419852124404
435,2,0,0,56.4010130357901,12.7207510962034,1.22922302499891,-0.187852078879181,54.3001330623156,58.3001330623156,4,0,0,54.3001330623156
436,2,0,1,63.435764471386,13.3447562368743,0.687174080104473,1.65766687297169,62.3756192274341,66.3756192274341,4,0,0,62.3756192274341
437,2,1,1,45.3624972715684,12.7188751436205,-0.813314998348445,-0.183537781634614,44.4949135962085,48.4949135962085,4,1,1,48.4949135962085
438,2,1,0,61.3877913715315,10.2127603970904,0.0223821461532538,0.271297749832573,61.7029946097455,65.7029946097455,4,1,1,65.7029946097455
439,2,0,1,45.407237158224,13.3803494202208,-0.721854061963503,1.79836517157232,47.6333983209502,51.6333983209502,4,0,0,47.6333983209502
440,2,0,0,46.6714857975434,10.4387891264506,-0.894111007891909,0.170613113479491,40.312236332747,44.312236332747,4,1,1,44.312236332747
441,2,0,0,38.8093688936863,13.7042604790389,-1.33526735498565,-0.577535907795947,34.3140820129231,38.3140820129231,4,1,1,38.3140820129231
442,2,1,1,60.1689339146089,14.7851065293167,-0.109057738679725,1.09843686334609,59.3434399310637,63.3434399310637,4,1,1,63.3434399310637
443,2,0,0,65.0382489503951,6.0128305439962,-0.0245870586772752,-0.172863509976583,51.6483930904867,55.6483930904867,4,1,1,55.6483930904867
444,2,1,0,53.4903434373908,12.1448922061564,-1.00928818520907,0.12028327860319,47.65826492333,51.65826492333,4,0,0,47.65826492333
445,2,0,1,44.0164848186182,12.9086055208301,1.22666661170148,0.526127099019735,54.2348176641046,58.2348176641046,4,0,0,54.2348176641046
446,2,0,1,39.8440706845636,10.3618370833157,-0.306490101868522,0.403549352393337,36.7756566764831,40.7756566764831,4,0,0,36.7756566764831
447,2,0,0,39.1118077977424,13.4764077261262,-1.22926970774823,-0.171030649046297,41.4508705998807,45.4508705998807,4,1,1,45.4508705998807
448,2,1,1,58.7148321531102,14.3023160232175,1.4824692739128,0.52933167588886,53.814392221644,57.814392221644,4,0,0,53.814392221644
449,2,1,0,62.8812184137501,14.2801242651293,-0.171069813489172,1.05745849727283,55.7711667559874,59.7711667559874,4,1,1,59.7711667559874
450,2,1,1,54.341429894621,12.3475697225953,-0.433778318721449,0.190989447183357,49.2892982856331,53.2892982856331,4,1,1,53.2892982856331
451,2,1,1,38.3164548347196,9.29397664504767,-2.10108033177335,-0.459619160623961,34.7515713969786,38.7515713969786,4,0,0,34.7515713969786
452,2,1,0,38.4707539719036,13.3829386159628,-0.476401974183385,-0.507387033053741,40.9678460845959,44.9678460845959,4,1,1,44.9678460845959
453,2,0,0,33.936723697181,7.73790451167291,-1.38719330154213,-1.19137004472327,38.0661625211907,42.0661625211907,4,0,0,38.0661625211907
454,2,1,0,46.8180629280698,7.26793018018677,-1.22966502889397,-0.943256651464895,35.6049183094905,39.6049183094905,4,0,0,35.6049183094905
455,2,0,0,61.998932257584,11.7161639833738,0.254530516512371,-0.356511273913739,57.5124576572317,61.5124576572317,4,0,0,57.5124576572317
456,2,0,1,31.4255253229537,12.8837944528407,-0.540034460919395,-0.456817234504548,38.0098370937702,42.0098370937702,4,1,1,42.0098370937702
457,2,1,0,55.6118096131381,9.10307696473978,-0.231787018070945,0.132991990166847,45.1955312938233,49.1955312938233,4,0,0,45.1955312938233
458,2,0,1,45.4513609082805,15.6526524734056,0.00995786606310791,-0.780413681529826,43.2979993847861,47.2979993847861,4,1,1,47.2979993847861
459,2,0,1,41.8637118182271,11.4432002330874,-0.655221202521982,1.99793483786213,48.6000674335776,52.6000674335776,4,1,1,52.6000674335776
460,2,0,0,58.7728566113984,12.4656478933692,0.307056754554315,0.374854990256511,56.1606730710832,60.1606730710832,4,0,0,56.1606730710832
461,2,0,1,46.4536472710111,9.26592195102697,-0.128977908420385,-1.01514362532846,37.4042399801624,41.4042399801624,4,1,1,41.4042399801624
462,2,1,0,49.1364674210562,12.3192468160391,0.535673299981938,-0.294047220443286,49.4286408450636,53.4286408450636,4,0,0,49.4286408450636
463,2,0,0,54.2927800675761,11.5840794639742,-1.1197157644863,1.41532364393827,48.9049203900151,52.9049203900151,4,0,0,48.9049203900151
464,2,0,1,43.4651109727459,14.6775145755225,1.5898973520822,-0.508815813426473,54.7178708862801,58.7178708862801,4,0,0,54.7178708862801
465,2,1,0,39.5212600926654,9.64944618059771,-1.73388468027832,-0.906669601267134,38.5069479381291,42.5069479381291,4,0,0,38.5069479381291
466,2,1,0,55.114612186415,11.6243473374465,-0.302085440384999,1.93278810488644,62.0253901317737,66.0253901317737,4,0,0,62.0253901317737
467,2,0,0,59.5257283956741,10.4418315747444,-0.158320194252222,0.755275197580966,57.1969014769088,61.1969014769088,4,1,1,61.1969014769088
468,2,0,0,39.3230176113655,10.2675624723215,-0.778569459592825,-2.27910766804151,40.8695365511857,44.8695365511857,4,1,1,44.8695365511857
469,2,0,0,59.2561836197764,15.6212081090994,0.251503275454207,0.452152389120989,58.12168028665,62.12168028665,4,1,1,62.12168028665
470,2,0,0,58.5229918462075,14.315844706513,0.400067406963062,1.77202650643582,67.850310095855,71.850310095855,4,0,0,67.850310095855
471,2,1,0,39.9406032116282,14.6765613634458,-0.377224685447521,-0.474960063580276,41.7734972067231,45.7734972067231,4,1,1,45.7734972067231
472,2,1,0,52.6681403236094,7.16700075020078,-0.799580947787903,-0.194064871901742,47.7833141748514,51.7833141748514,4,1,1,51.7833141748514
473,2,0,0,47.8710141660875,13.7245877856619,1.7563442937951,-0.144152011173439,53.0178907830415,57.0178907830415,4,0,0,53.0178907830415
474,2,1,0,48.5622902623813,13.9106561322485,-0.788955829081284,0.880601761167259,45.7508689056239,49.7508689056239,4,1,1,49.7508689056239
475,2,1,0,55.9278140422326,11.8701069042559,-1.71283922559165,1.79597447846181,43.7387350002928,47.7387350002928,4,1,1,47.7387350002928
476,2,0,0,57.9544993681108,14.573025542551,1.0584378575822,0.318669797501795,58.2584245288425,62.2584245288425,4,1,1,62.2584245288425
477,2,1,0,47.4879319659444,11.488079833226,-0.389591086747709,0.174063824278533,52.1022939531758,56.1022939531758,4,1,1,56.1022939531758
478,2,1,0,60.527559094435,8.69143863311621,1.69099128420075,-0.787888750525882,60.6931706598122,64.6931706598122,4,0,0,60.6931706598122
479,2,1,0,30.0408802056607,8.68738128622038,-0.506786554701465,-0.183969903089391,36.0256219414265,40.0256219414265,4,0,0,36.0256219414265
480,2,1,0,49.7689312726074,11.5437691629876,0.279459265985718,-0.364947636705557,50.3926308406557,54.3926308406557,4,1,1,54.3926308406557
481,2,0,0,55.5353228049078,9.67505533363479,-0.159934310715533,-1.03774779023562,46.6327777429936,50.6327777429936,4,0,0,46.6327777429936
482,2,1,0,59.3720581479152,16.3094368466129,1.28713985586245,0.471579349452121,59.2447186332647,63.2447186332647,4,1,1,63.2447186332647
483,2,1,0,55.1423441110935,12.179914117016,1.2263882133568,-0.475741443768382,53.8665436815327,57.8665436815327,4,1,1,57.8665436815327
484,2,0,0,40.8067698034635,8.69219301669675,-0.453973042881474,-0.301705433944572,42.0183068163122,46.0183068163122,4,1,1,46.0183068163122
485,2,0,0,55.2269089465979,10.8860797901992,0.489918968012774,0.697823377199477,57.8846470964951,61.8846470964951,4,0,0,57.8846470964951
486,2,0,0,41.3823252225471,11.9125412814709,-0.724836210207942,0.723018988883161,43.0015911067026,47.0015911067026,4,0,0,43.0015911067026
487,2,0,1,57.7137042237782,12.1936955763562,-0.0485424971333514,0.818043760507256,53.5582332995588,57.5582332995588,4,1,1,57.5582332995588
488,2,1,0,38.8741008460775,10.3311000049713,-1.55335779525952,-0.2512177223804,40.7727573463365,44.7727573463365,4,1,1,44.7727573463365
489,2,0,0,53.5624631787199,12.8363976015609,0.0487482771618884,-0.411073619443532,51.0349703024932,55.0349703024932,4,0,0,51.0349703024932
490,2,0,0,45.6283431585342,9.79049264935168,-0.879256827868307,-0.191753698180429,39.8655910240099,43.8655910240099,4,0,0,39.8655910240099
491,2,0,0,53.0604729679561,11.9413447852487,0.718763265814659,-0.415209693905374,46.8210530216316,50.8210530216316,4,1,1,50.8210530216316
492,2,1,0,35.4557771729723,12.1537435254828,-0.696838078482169,0.0569526261302055,31.6654612818045,35.6654612818045,4,1,1,35.6654612818045
493,2,0,0,47.677079299505,12.4622997527292,-1.08855697400373,0.908534247062042,50.20968847918,54.20968847918,4,1,1,54.20968847918
494,2,0,1,55.0239159237021,10.1146322141701,-0.550495147573362,0.223412654725645,47.2979522458443,51.2979522458443,4,1,1,51.2979522458443
495,2,0,0,59.8379355712066,15.0148660941794,2.20220239791671,0.737017383100696,67.0528023014606,71.0528023014606,4,1,1,71.0528023014606
496,2,1,1,34.5793336271249,9.76052930662663,-1.24726471090632,-0.304136523511631,31.7272004145441,35.7272004145441,4,1,1,35.7272004145441
497,2,1,0,36.540104820996,15.6779608746376,0.340851529419894,0.344038789074817,50.0774847836207,54.0774847836207,4,0,0,50.0774847836207
498,2,0,0,40.2818895885866,14.0158005918854,-0.993251176614376,-1.29872810486642,37.7356298653103,41.7356298653103,4,0,0,37.7356298653103
499,2,1,0,54.9022445166741,13.964487205238,1.38851386189037,0.292487043228514,64.5051531588754,68.5051531588754,4,1,1,68.5051531588754
500,2,0,1,56.6610452337044,14.7831235650785,1.44256734741956,-0.665245577567626,58.6031904634334,62.6031904634334,4,1,1,62.6031904634334
501,3,0,1,52.6479108555273,11.3905285919738,0.10187479201358,1.34580400966367,46.4464581404424,50.4464581404424,4,0,0,46.4464581404424
502,3,0,0,49.3345679271458,11.5356511471208,-0.209523880513922,1.77535082424268,46.1634880387648,50.1634880387648,4,0,0,46.1634880387648
503,3,0,0,40.1521391059019,12.4142581636292,-0.2913363473879,-0.26589388343935,35.9805503932473,39.9805503932473,4,0,0,35.9805503932473
504,3,0,0,48.6442436079912,9.80102081246365,-0.871817343300065,-1.43949185797779,43.8941244438921,47.8941244438921,4,0,0,43.8941244438921
505,3,1,1,57.645156274279,11.4824631239784,0.835661393924145,-0.708892349941868,42.4226033406535,46.4226033406535,4,1,1,46.4226033406535
506,3,0,0,58.7542416393392,12.3015599440451,1.56143138580599,0.822143063172345,58.6801578760497,62.6801578760497,4,0,0,58.6801578760497
507,3,0,0,48.0114719780858,11.8006450540803,0.509770234852566,-0.231992202700496,49.958042548831,53.958042548831,4,1,1,53.958042548831
508,3,0,0,46.0719555468776,10.6611597306887,-0.43634701420294,-1.27299428031915,41.0753963069701,45.0753963069701,4,1,1,45.0753963069701
509,3,0,0,65.3017917341939,13.5007536078905,-0.196416368758581,1.34707241125863,57.8779287875332,61.8779287875332,4,0,0,57.8779287875332
510,3,0,0,53.056535558053,13.0166237501463,0.609311120346946,0.52261315375923,49.2076236020363,53.2076236020363,4,0,0,49.2076236020363
511,3,1,1,38.757316631204,13.5835407852605,-0.473655209152917,-1.92564778538912,34.6791351113621,38.6791351113621,4,1,1,38.6791351113621
512,3,1,0,56.526114081632,13.3279307804456,-0.0834679730221446,1.03058560290685,55.8699022429236,59.8699022429236,4,1,1,59.8699022429236
513,3,1,1,40.2843217114817,12.9253758646193,0.445430905562511,1.36970856343622,47.9190210177391,51.9190210177391,4,0,0,47.9190210177391
514,3,0,0,61.455918732997,11.2231186083068,1.11121425233764,0.41629047244918,59.290581153461,63.290581153461,4,0,0,59.290581153461
515,3,0,0,52.7933031964937,12.7138882167116,-0.447295668116746,-0.352919380726621,48.3963090035992,52.3963090035992,4,0,0,48.3963090035992
516,3,0,0,51.1369824344799,11.3291030101682,-1.20937623386065,0.202288015700406,42.3995529868924,46.3995529868924,4,0,0,42.3995529868924
517,3,0,0,52.8108839941725,12.4518912248154,0.417807793539882,-1.50945549499984,43.6929132161595,47.6929132161595,4,0,0,43.6929132161595
518,3,1,0,51.1891109711248,12.2553323651687,-0.889542030863113,-0.105938022137054,40.4774961411675,44.4774961411675,4,1,1,44.4774961411675
519,3,0,0,46.9877122642847,12.6986707585285,-0.87477111412104,-0.0684166695389669,42.7742189067449,46.7742189067449,4,1,1,46.7742189067449
520,3,0,0,45.4801344125641,11.7268666115873,-0.446561983349136,-0.248591498704015,38.8673051695835,42.8673051695835,4,0,0,38.8673051695835
521,3,1,1,43.5131694549088,12.8363730038413,1.12886169274996,-0.201093483712505,43.7940761807462,47.7940761807462,4,1,1,47.7940761807462
522,3,0,1,45.0950061766499,17.2549337660908,-0.681421006435647,0.993776324981458,41.8723331707683,45.8723331707683,4,1,1,45.8723331707683
523,3,0,1,39.5886268628962,10.2147042609537,0.318724192050772,-0.767074352160073,28.7816628400092,32.7816628400092,4,1,1,32.7816628400092
524,3,1,0,51.9422835759547,12.2927426225677,-1.97395518803494,1.18194540420105,48.6584756035694,52.6584756035694,4,1,1,52.6584756035694
525,3,1,1,46.3488433038707,14.8299595910662,-0.0828481006298586,-0.29636187146795,44.1042384532663,48.1042384532663,4,0,0,44.1042384532663
526,3,1,0,52.6281501475089,12.2586061369327,1.07122606968106,-0.377085792938073,50.1302495780003,54.1302495780003,4,0,0,50.1302495780003
527,3,1,0,42.5241474934766,15.4910036463591,1.41919040177238,-0.207917589672039,50.803243536543,54.803243536543,4,0,0,50.803243536543
528,3,0,0,55.2821491175203,9.90699922966342,0.233010965872094,2.26150580143997,58.1864755386974,62.1864755386974,4,0,0,58.1864755386974
529,3,0,1,32.582965021614,8.67483966239905,0.557339252655995,0.644842447962216,34.4504729108831,38.4504729108831,4,1,1,38.4504729108831
530,3,1,0,39.7473624961799,11.9662614300511,0.503247454276344,-0.70104326546581,43.6913401787291,47.6913401787291,4,0,0,43.6913401787291
531,3,1,0,48.6114311862343,17.9710603995727,0.298885339515859,-0.155137324981826,58.5899288047799,62.5899288047799,4,0,0,58.5899288047799
532,3,1,0,53.9922018348423,8.41366834907212,-1.45232388236666,1.26790224400298,40.410985946745,44.410985946745,4,1,1,44.410985946745
533,3,0,0,59.256747284293,11.0901413879343,-0.661498690781334,-0.856581318810668,50.2968859897331,54.2968859897331,4,1,1,54.2968859897331
534,3,0,1,40.7648731083446,15.9646051521734,-0.0448454522837151,-0.0365306066907856,37.5027622871733,41.5027622871733,4,1,1,41.5027622871733
535,3,0,0,35.0441412883235,11.2867502926587,-0.436214060372406,-0.350923603923595,36.7972853460798,40.7972853460798,4,1,1,40.7972853460798
536,3,1,0,36.9061982611577,10.3043745102647,-0.310042910184668,-0.650962202500674,34.845295617771,38.845295617771,4,0,0,34.845295617771
537,3,0,0,31.8370446658151,10.5909251997157,-1.00533166526769,-0.99012444614832,34.6806988589422,38.6806988589422,4,0,0,34.6806988589422
538,3,0,0,39.9651268040304,9.00571729603602,-0.666835789987242,-0.382040325330054,39.7363778496625,43.7363778496625,4,0,0,39.7363778496625
539,3,0,1,37.3187291342525,10.9481523515021,-1.28178477157501,-0.720120632242114,33.4502947216666,37.4502947216666,4,1,1,37.4502947216666
540,3,0,1,62.7101666307747,12.5863782870816,0.898538068534914,-0.561871202082549,49.8712852641798,53.8712852641798,4,1,1,53.8712852641798
541,3,1,0,48.388955628753,12.2328320493116,0.457805129990737,-1.23603503547697,44.6869616304582,48.6869616304582,4,1,1,48.6869616304582
542,3,0,1,36.3712778219267,17.118327154706,0.295560390091677,-1.35405135726782,32.2644971637319,36.2644971637319,4,0,0,32.2644971637319
543,3,0,1,45.62831700588,17.4724209381879,0.287744648549297,0.184936711806282,47.4600617002962,51.4600617002962,4,1,1,51.4600617002962
544,3,0,0,47.7837231282214,10.4620885751006,0.716426321511007,-0.536953945892817,48.2047645640974,52.2047645640974,4,0,0,48.2047645640974
545,3,1,0,33.7287340167758,10.4483654999232,0.35862002753235,-0.555748788762549,32.4871896516386,36.4871896516386,4,1,1,36.4871896516386
546,3,0,1,53.3378443371539,10.2432840728412,-0.608323863543181,-0.136969720973374,51.1632392238508,55.1632392238508,4,1,1,55.1632392238508
547,3,0,0,65.6791208920309,16.1707692064107,0.875623126795481,1.79331435510628,65.688519063052,69.688519063052,4,1,1,69.688519063052
548,3,0,0,51.3782897630928,15.1160185673309,-0.309233218467011,-0.15107142861188,49.0243752243409,53.0243752243409,4,1,1,53.0243752243409
549,3,0,0,56.256284925906,15.132495610255,0.572311929736625,-2.1425204280857,43.2328089484971,47.2328089484971,4,0,0,43.2328089484971
550,3,1,0,42.1805888189051,14.8076282768317,-0.573460339227993,0.271960748574476,46.8461644534848,50.8461644534848,4,1,1,50.8461644534848
551,3,1,1,28.4199438260769,12.71923029613,-0.302985304137248,-0.986965528164926,32.3821664175202,36.3821664175202,4,0,0,32.3821664175202
552,3,1,1,39.3772822301078,13.9991993559755,1.5277573595988,0.0332116958335007,43.2412578490708,47.2412578490708,4,0,0,43.2412578490708
553,3,0,0,47.8667152804557,6.56110998795137,0.345180435348513,0.666399178797476,39.2625886183436,43.2625886183436,4,1,1,43.2625886183436
554,3,0,0,43.7905304977135,11.2427800882986,-0.701745218478415,-0.435734373400318,40.9096048510653,44.9096048510653,4,0,0,40.9096048510653
555,3,0,1,60.8317609346919,12.7369226715482,-0.628128246523516,2.27273115466088,38.3165007067491,42.3165007067491,4,1,1,42.3165007067491
556,3,1,1,44.2961316772685,14.2494263924407,0.644966059611827,0.427777602763124,40.822423228604,44.822423228604,4,1,1,44.822423228604
557,3,1,0,49.8887462146201,12.7043750677386,0.0858823674363012,-0.883964719996644,42.5845209469724,46.5845209469724,4,1,1,46.5845209469724
558,3,1,0,36.4898205851409,9.77045843151494,0.00559110377326556,0.253464649967238,39.371108036183,43.371108036183,4,0,0,39.371108036183
559,3,0,1,50.7703051829621,10.2995262115171,0.027270750572225,0.864224998726035,43.8125537781029,47.8125537781029,4,0,0,43.8125537781029
