"municipality_id","year","area","population","population_log","population_log_squared","elderly_share","population_density","log_population_density","pm10","elderly_pm10","hospital","unobserved_risk","year_centered","ordinary_mortality","previous_year_mortality","true_pandemic_effect","reporting_shock","observed_mortality_ideal","observed_mortality_failure","historical_average_prediction","scenario","observed_mortality","selected_ml_method","mlcm_prediction","intuitive_excess","mlcm_excess","true_excess","non_pandemic_shock","intuitive_error","mlcm_error","true_no_pandemic_mortality"
222,2020,"North East",729,6.59211036254007,43.4559190319081,24.3057492580535,425.604342810598,6.05351014194764,24.9027054150802,605.278913666109,0,-0.985841364740524,5,28.1051084922215,27.7992379053166,10.149470097177,0,38.2545785893985,38.2545785893985,27.0865639035562,"Ideal: pandemic shock only",38.2545785893985,"Random forest",27.5908835714399,11.1680146858423,10.6636950179586,10.149470097177,0,1.01854458866529,0.514224920781588,28.1051084922215
223,2020,"North West",3539,8.17169424960016,66.7765869089484,16.9310586915684,125.007451825118,4.82837335012637,25.8538658945518,437.733320864595,1,-1.21041055168523,5,25.0462289541104,24.0943279742248,15.4048353684267,0,40.4510643225371,40.4510643225371,23.8272378010503,"Ideal: pandemic shock only",40.4510643225371,"Random forest",24.1873215799412,16.6238265214868,16.2637427425959,15.4048353684267,0,1.21899115306015,0.858907374169236,25.0462289541104
224,2020,"North East",2506,7.82661469419212,61.2558975713441,22.2685910482553,85.271336227197,4.44583836317412,25.4294614157817,566.27827684543,0,0.292402587083059,5,25.3485056655472,27.1790396530594,9.96225561414833,0,35.3107612796955,35.3107612796955,25.9322944051331,"Ideal: pandemic shock only",35.3107612796955,"Random forest",26.2372694736566,9.37846687456241,9.07349180603893,9.96225561414833,0,-0.58378873958592,-0.888763808109399,25.3485056655472
225,2020,"South and Islands",33236,10.4114015111743,108.397281426883,21.9327104887965,142.724452308893,4.96091586445562,16.0178835060948,351.315601582444,1,-0.0949734352796557,5,25.0846061981473,24.5509410190177,1.26649829892977,3,26.351104497077,29.351104497077,25.1578047888981,"Ideal: pandemic shock only",26.351104497077,"Random forest",25.0481989073663,1.19329970817893,1.30290558971077,1.26649829892977,0,-0.0731985907508408,0.0364072907809971,25.0846061981473
226,2020,"North East",7834,8.96623741384946,80.3934133615138,25.5102189918377,58.3935166348958,4.06720486714563,33.2644359074397,848.583044638737,0,1.82820609793919,5,29.395933527693,30.9086610126179,10.8672829023585,0,40.2632164300515,40.2632164300515,29.4112782444676,"Ideal: pandemic shock only",40.2632164300515,"Random forest",30.1256824392731,10.8519381855839,10.1375339907784,10.8672829023585,0,-0.0153447167745906,-0.729748911580034,29.395933527693
227,2020,"Center",1599,7.37721859256308,54.4233541624584,22.0286334508778,207.02765013882,5.3328523598948,30.9509736732946,681.807653996776,1,1.78688223923566,5,29.2133763855042,28.889161041548,5.32236613646271,1,34.535742521967,35.535742521967,27.974597306298,"Ideal: pandemic shock only",34.535742521967,"Random forest",27.5063198523396,6.56114521566894,7.0294226696274,5.32236613646271,0,1.23877907920623,1.70705653316468,29.2133763855042
228,2020,"Center",6879,8.83628327218729,78.079902066337,23.5488270194759,151.558461255738,5.02097143339193,26.5977891065635,626.346734770965,0,0.393992443883071,5,27.6071093036399,26.813799988591,5.18486450933733,1,32.7919738129773,33.7919738129773,26.6993542810918,"Ideal: pandemic shock only",32.7919738129773,"Random forest",27.0205098621495,6.0926195318855,5.77146395082771,5.18486450933733,0,0.907755022548175,0.586599441490387,27.6071093036399
229,2020,"Center",957,6.86396009303969,47.1139481588415,17.1346309383824,394.196378879494,5.97684920867819,22.8514589410331,391.5513153582,1,0.378877739816361,5,24.6065233016387,24.4041304966939,4.21705982882991,1,28.8235831304686,29.8235831304686,24.8389095845666,"Ideal: pandemic shock only",28.8235831304686,"Random forest",24.81998511355,3.98467354590203,4.00359801691861,4.21705982882991,0,-0.232386282927878,-0.213461811911303,24.6065233016387
230,2020,"South and Islands",5086,8.53430489354574,72.8343600159987,24.3454954261652,91.6889339134342,4.51840169491857,19.6750286212266,478.998319307741,0,0.984011908085173,5,27.9958112452695,26.9007058996178,1.78790480009956,3,29.7837160453691,32.783716045369,26.2209189667205,"Ideal: pandemic shock only",29.7837160453691,"Random forest",26.4795485303458,3.56279707864852,3.30416751502321,1.78790480009956,0,1.77489227854896,1.51626271492365,27.9958112452695
231,2020,"South and Islands",2260,7.7229965460833,59.6446756508146,18.7194560669326,131.829351072026,4.88150829129721,26.0992301769445,488.563392678074,1,-2.2397380632325,5,22.0265897570732,22.0014725203498,1.61873457948423,3,23.6453243365575,26.6453243365575,22.5760615693476,"Ideal: pandemic shock only",23.6453243365575,"Random forest",22.7937430551398,1.06926276720985,0.851581281417676,1.61873457948423,0,-0.549471812274377,-0.767153298066554,22.0265897570732
232,2020,"South and Islands",979,6.88698553107148,47.4305697051879,26.480629608868,94.1810239881299,4.54521871742704,16.4789407100841,436.372725290233,0,0.155034219309304,5,28.0617046815232,25.3459111208173,1.7990434064169,3,29.8607480879401,32.8607480879401,26.5769224474456,"Ideal: pandemic shock only",29.8607480879401,"Random forest",26.434920689728,3.28382564049454,3.42582739821214,1.7990434064169,0,1.48478223407764,1.62678399179524,28.0617046815232
233,2020,"South and Islands",3106,8.04109546833501,64.6592163308779,21.1759649137227,54.8117417361163,4.00390443626004,21.5824343552781,457.028872660093,0,1.30898406102647,5,25.6395279961029,24.5278529913036,1.57277484511449,3,27.2123028412174,30.2123028412174,24.7212461203687,"Ideal: pandemic shock only",27.2123028412174,"Random forest",24.7020299462956,2.49105672084871,2.51027289492182,1.57277484511449,0,0.918281875734212,0.93749804980732,25.6395279961029
234,2020,"North West",5634,8.63654305034675,74.5898758604928,22.7422881943328,216.286263875808,5.37660282597627,21.2769913963055,483.887470243119,1,-1.41096664378478,5,27.9758664323933,28.1728599498816,15.7236893988535,0,43.6995558312468,43.6995558312468,27.538726426124,"Ideal: pandemic shock only",43.6995558312468,"Random forest",27.8821223864227,16.1608294051228,15.8174334448241,15.7236893988535,0,0.437140006269271,0.093744045970606,27.9758664323933
235,2020,"South and Islands",4496,8.41096893601568,70.7443984426207,21.7851706003159,119.836693892923,4.78612993171249,12,261.422047203791,1,-0.114326071812829,5,24.7692825919791,24.0702786274821,0.969017065770283,3,25.7382996577494,28.7382996577494,24.1875440494423,"Ideal: pandemic shock only",25.7382996577494,"Random forest",24.8315291245777,1.55075560830705,0.906770533171702,0.969017065770283,0,0.58173854253677,-0.0622465325985807,24.7692825919791
236,2020,"North East",3095,8.03765810348319,64.603947788489,21.0069703443992,264.396841082397,5.57745116041144,23.7573156513104,499.069225349609,0,-0.0600266044493493,5,27.171018709098,26.6437590424609,9.70642713321117,0,36.8774458423092,36.8774458423092,26.1466569915772,"Ideal: pandemic shock only",36.8774458423092,"Random forest",26.393269954728,10.7307888507319,10.4841758875811,9.70642713321117,0,1.02436171752077,0.777748754369963,27.171018709098
237,2020,"South and Islands",14491,9.58131331472522,91.8015648349307,19.6593247714652,213.386291180067,5.36310409678574,23.4784881929839,461.571224528881,1,-0.326073057637612,5,24.6807077316637,24.2264383466641,1.53866819810557,3,26.2193759297693,29.2193759297693,24.2133657691114,"Ideal: pandemic shock only",26.2193759297693,"Random forest",24.0935887192358,2.00601016065782,2.12578721053352,1.53866819810557,0,0.467341962552249,0.587119012427947,24.6807077316637
238,2020,"North West",2143,7.67003504825636,58.8294376414809,21.1955149599155,66.7433321157213,4.20085439889325,32.660211045807,692.249991815399,0,0.0998688379668647,5,28.3978825922327,25.7276162862216,16.3503697185327,0,44.7482523107654,44.7482523107654,26.6368786104354,"Ideal: pandemic shock only",44.7482523107654,"Random forest",26.5023315510737,18.11137370033,18.2459207596917,16.3503697185327,0,1.76100398179726,1.89555104115896,28.3978825922327
239,2020,"South and Islands",15623,9.65647160197759,93.2474437997996,22.7590617844047,36.9081600618465,3.6084326664861,20.2489085325827,460.846160359809,0,-1.23212917425153,5,23.5299248267185,24.4980962314166,1.65356869330084,3,25.1834935200194,28.1834935200194,22.8766610481757,"Ideal: pandemic shock only",25.1834935200194,"Random forest",24.2001605032291,2.30683247184369,0.983333016790258,1.65356869330084,0,0.653263778542855,-0.670235676510578,23.5299248267185
240,2020,"Center",866,6.76413669760138,45.7535452638377,30.8002581571555,261.11444373734,5.56495879296992,17.0442045560088,524.965900408439,0,1.55525769814553,5,30.4474858970643,32.5235569147687,5.31377101594326,1,35.7612569130075,36.7612569130075,30.6236945182196,"Ideal: pandemic shock only",35.7612569130075,"Random forest",31.0379658589361,5.13756239478791,4.72329105407138,5.31377101594326,0,-0.176208621155346,-0.590479961871881,30.4474858970643
241,2020,"South and Islands",3932,8.27688735066006,68.5068642155164,21.8285096321536,133.505536104244,4.89414294592614,18.5077870191197,403.997407216702,1,0.375773482160205,5,23.9714559378807,25.1436253768257,1.42932945061081,3,25.4007853884915,28.4007853884915,24.9950219839104,"Ideal: pandemic shock only",25.4007853884915,"Random forest",25.3332214659593,0.405763404581066,0.0675639225321873,1.42932945061081,0,-1.02356604602974,-1.36176552807862,23.9714559378807
242,2020,"South and Islands",2753,7.92044020356727,62.7333730182847,26.9615807963997,134.580006537622,4.90215886633813,23.6204581834472,636.844891760993,0,-1.25322753350207,5,26.1415686879205,26.4461628171084,2.35185426018081,3,28.4934229481013,31.4934229481013,25.1385641215677,"Ideal: pandemic shock only",28.4934229481013,"Random forest",26.9763774878123,3.35485882653357,1.51704546028893,2.35185426018081,0,1.00300456635276,-0.834808799891877,26.1415686879205
243,2020,"Center",6916,8.84166251531435,78.1749960347149,19.8899567124314,146.25789466327,4.98537146525862,23.281264459016,463.063342300497,0,-0.630387297939961,5,22.0755010470601,23.9975342445103,4.55023205023411,1,26.6257330972942,27.6257330972942,24.1153270619369,"Ideal: pandemic shock only",26.6257330972942,"Random forest",24.0920069370601,2.51040603535731,2.53372616023405,4.55023205023411,0,-2.0398260148768,-2.01650589000006,22.0755010470601
244,2020,"North West",11705,9.36776819728033,87.7550809979768,22.2158997316515,47.1411858760628,3.85314705366299,27.6059690227736,613.291439805015,0,1.77873550700335,5,29.1500173085141,28.4464304580623,16.1088151018113,0,45.2588324103254,45.2588324103254,28.2602553268027,"Ideal: pandemic shock only",45.2588324103254,"Random forest",28.5451255138721,16.9985770835227,16.7137068964533,16.1088151018113,0,0.889761981711345,0.604891794641993,29.1500173085141
245,2020,"Center",3899,8.26848431898736,68.3678329333399,22.3285785159506,188.815801088918,5.24077194241765,19.945030382452,445.3441768976,1,0.466439185820012,5,27.8262454736646,26.7814136828432,4.58494406326174,1,32.4111895369263,33.4111895369263,26.6960316486633,"Ideal: pandemic shock only",32.4111895369263,"Random forest",27.3183504441344,5.71515788826306,5.09283909279191,4.58494406326174,0,1.13021382500132,0.507895029530175,27.8262454736646
246,2020,"North East",600,6.3776825726088,40.674834996958,30.5464424684231,586.85091539864,6.37477081039605,29.8994810761687,913.322778528891,0,0.782829975687686,5,32.2951859558733,32.0182730096686,11.1857206465939,0,43.4809066024672,43.4809066024672,31.8925419827054,"Ideal: pandemic shock only",43.4809066024672,"Random forest",31.9210077762039,11.5883646197618,11.5598988262633,11.1857206465939,0,0.402643973167953,0.374178179669384,32.2951859558733
247,2020,"North West",2165,7.68034259667508,58.9876624023018,24.7954452732637,172.52448902558,5.15053919176097,32.7144483189517,811.16931293758,1,0.297796471707598,5,31.2588483021616,30.9556146445554,16.7501586621212,0,48.0090069642827,48.0090069642827,29.5114572040484,"Ideal: pandemic shock only",48.0090069642827,"Random forest",30.3306938833342,18.4975497602343,17.6783130809485,16.7501586621212,0,1.74739109811313,0.928154418827379,31.2588483021616
248,2020,"South and Islands",1976,7.5886484684266,57.5875855773534,16.8044325525925,560.388483188025,6.32863026319533,24.458168257074,411.00563883596,1,-1.49727949558758,5,23.8607862362545,23.4208800062829,1.29320765851589,3,25.1539938947704,28.1539938947704,22.8246111005606,"Ideal: pandemic shock only",25.1539938947704,"Random forest",23.4571221530041,2.32938279420982,1.69687174176624,1.29320765851589,0,1.03617513569393,0.403664083250354,23.8607862362545
249,2020,"Center",2582,7.85632558950887,61.7218517683719,26.6255203453127,174.942534313711,5.1644575446463,23.0056262186964,612.536768942559,1,0.502686683360903,5,29.7539310510063,30.5792851503239,5.27184937302867,1,35.025780424035,36.025780424035,28.8392704146626,"Ideal: pandemic shock only",35.025780424035,"Random forest",29.5612439246739,6.18651000937239,5.4645364993611,5.27184937302867,0,0.91466063634372,0.192687126332427,29.7539310510063
250,2020,"Center",4145,8.32966129213178,69.3832572416384,17.3497310523191,85.8416036465759,4.452503779958,24.8288426075685,430.773741581675,1,1.22531415568705,5,26.5879187727657,26.7960980230729,4.37913769802043,1,30.9670564707861,31.9670564707861,25.3619824795675,"Ideal: pandemic shock only",30.9670564707861,"Random forest",25.9512277720023,5.60507399121865,5.01582869878384,4.37913769802043,0,1.22593629319822,0.636691000763411,26.5879187727657
251,2020,"North East",844,6.73855374466888,45.4081065697909,18.0319658763115,38.0756957475711,3.63957617169559,27.758335903147,500.537365788741,0,-0.0775211462829832,5,22.9604897611481,22.7764507240477,9.65924805935009,0,32.6197378204981,32.6197378204981,23.468821619295,"Ideal: pandemic shock only",32.6197378204981,"Random forest",23.735837703235,9.15091620120313,8.88390011726319,9.65924805935009,0,-0.508331858146956,-0.775347942086903,22.9604897611481
252,2020,"North West",3201,8.07129713284922,65.14583740674,22.7259237608568,279.91151556036,5.63447353736986,28.9801318464342,658.600266921643,0,-0.213910366667925,5,29.1265895282,29.4647595529375,16.2611091426802,0,45.3876986708802,45.3876986708802,27.9117865166367,"Ideal: pandemic shock only",45.3876986708802,"Random forest",28.7946481513165,17.4759121542435,16.5930505195636,16.2611091426802,0,1.21480301156328,0.331941376883435,29.1265895282
253,2020,"North West",2037,7.61909199640748,58.0505628497205,26.2172778335389,413.896765868885,6.02561658492586,38.7073459628567,1014.80124330712,1,-0.238850887345012,5,31.6069856409715,31.6639811231528,17.3260630788248,0,48.9330487197963,48.9330487197963,30.7693205249132,"Ideal: pandemic shock only",48.9330487197963,"Random forest",31.6101765315089,18.1637281948831,17.3228721882874,17.3260630788248,0,0.837665116058307,-0.00319089053735411,31.6069856409715
254,2020,"North West",9127,9.11897202978301,83.1556508799649,28.1684318678315,492.698061962252,6.19989653603752,33.4436946672006,942.0564346416,0,-1.65131455301521,5,29.895156483484,31.0144773744046,17.172234431901,0,47.0673909153851,47.0673909153851,29.4861282326176,"Ideal: pandemic shock only",47.0673909153851,"Random forest",30.5836260446715,17.5812626827675,16.4837648707136,17.172234431901,0,0.409028250866477,-0.688469561187421,29.895156483484
255,2020,"South and Islands",1554,7.34833642907783,53.9980482749124,19.4380926687887,104.735134677842,4.65143463634836,22.4270898188796,435.939850190628,0,-0.526773427898059,5,22.8306822673944,22.9978684488721,1.44073478062386,3,24.2714170480183,27.2714170480183,22.8345084311739,"Ideal: pandemic shock only",24.2714170480183,"Random forest",23.556696495864,1.43690861684435,0.714720552154244,1.44073478062386,0,-0.00382616377951139,-0.726014228469613,22.8306822673944
256,2020,"North West",1653,7.41053428763056,54.9160184281481,25.0625842598179,154.952717962934,5.04312002498301,23.9042279500387,599.101727163741,0,-0.177437622715379,5,29.150867755037,27.6744925948256,16.1628285248182,0,45.3136962798552,45.3136962798552,27.7463090822628,"Ideal: pandemic shock only",45.3136962798552,"Random forest",27.730272319308,17.5673871975924,17.5834239605472,16.1628285248182,0,1.4045586727742,1.42059543572898,29.150867755037
257,2020,"Center",3005,8.00815505706209,64.1305474179491,19.9535349212463,51.9879288092564,3.95101155334964,26.6188307184879,531.139768304092,0,-0.804376986765968,5,25.2054964107161,23.2444179131183,4.79085529136678,1,29.9963517020829,30.9963517020829,23.4136917614643,"Ideal: pandemic shock only",29.9963517020829,"Random forest",23.8968336478706,6.58265994061865,6.09951805421235,4.79085529136678,0,1.79180464925188,1.30866276284557,25.2054964107161
258,2020,"South and Islands",6598,8.79454539024944,77.3440286211577,16.6279544920817,40.4843107034205,3.70091450901859,19.9580192734341,331.861036230752,0,-0.916622201416699,5,20.198404392892,21.3470667696373,0.958784643004909,3,21.1571890358969,24.1571890358969,20.4011189282794,"Ideal: pandemic shock only",21.1571890358969,"Random forest",21.384776453028,0.756070107617507,-0.227587417131055,0.958784643004909,0,-0.202714535387402,-1.18637206013596,20.198404392892
259,2020,"South and Islands",9160,9.12265466097251,83.2228280633635,20.6445016864532,367.494238497639,5.90670764097255,16.1638627251271,333.694891288484,1,0.025493744755911,5,26.156161949169,26.0701342342276,1.13501387600428,3,27.2911758251733,30.2911758251733,24.4973607703782,"Ideal: pandemic shock only",27.2911758251733,"Random forest",25.7482544896361,2.79381505479507,1.54292133553718,1.13501387600428,0,1.65880117879079,0.407907459532902,26.156161949169
260,2020,"North West",3688,8.2127897135098,67.4499148783323,25.4492829436191,207.193168310259,5.33365153836618,27.2719039189415,694.050399244337,1,-0.955333971808193,5,30.2176104736497,28.2333559425289,16.4411026978595,0,46.6587131715092,46.6587131715092,28.1628935785599,"Ideal: pandemic shock only",46.6587131715092,"Random forest",28.3606689351108,18.4958195929493,18.2980442363984,16.4411026978595,0,2.05471689508975,1.85694153853891,30.2176104736497
261,2020,"North West",873,6.77225638209995,45.8634565048934,29.8218479642497,434.595263052853,6.07441516820668,35.1661683157719,1048.72012499816,0,-0.434952132051517,5,33.6006866839205,31.1526854952621,17.474683357907,0,51.0753700418275,51.0753700418275,30.2174077900571,"Ideal: pandemic shock only",51.0753700418275,"Random forest",31.1225951381798,20.8579622517704,19.9527749036477,17.474683357907,0,3.38327889386337,2.47809154574065,33.6006866839205
262,2020,"North East",1748,7.4661887604431,55.7439746065668,23.5768319691388,93.9869341589858,4.54315577430018,26.8827526256672,633.810141523281,1,0.336902946631222,5,27.8575945176574,28.7890918037761,10.2078925001375,0,38.0654870177949,38.0654870177949,27.8031780181164,"Ideal: pandemic shock only",38.0654870177949,"Random forest",28.5696228299273,10.2623089996785,9.49586418786755,10.2078925001375,0,0.0544164995410199,-0.712028312269958,27.8575945176574
263,2020,"South and Islands",1985,7.59331365360192,57.6584122419774,22.9852899217847,229.960175730524,5.43790614493346,21.6587281921209,497.83214683303,1,-1.97930117638623,5,24.0508854417435,23.2727341167442,1.77714116458031,3,25.8280266063238,28.8280266063238,24.2434238038813,"Ideal: pandemic shock only",25.8280266063238,"Random forest",25.0163262266305,1.58460280244254,0.811700379693285,1.77714116458031,0,-0.192538362137775,-0.965440784887025,24.0508854417435
264,2020,"Center",5438,8.60123526623285,73.9812481050877,25.5384709082662,475.02368965331,6.16336467574536,22.0725714363766,563.699723498532,1,-0.265392625427963,5,28.5536347836709,27.7826116552758,5.08696010019118,1,33.6405948838621,34.6405948838621,27.8013091304546,"Ideal: pandemic shock only",33.6405948838621,"Random forest",27.5747505173632,5.83928575340747,6.06584436649888,5.08696010019118,0,0.752325653216293,0.978884266307702,28.5536347836709
265,2020,"North West",4628,8.43979397096384,71.2301222723177,25.7838154267548,53.1663419635557,3.9734255262696,21.9851017402848,566.859805409929,0,-0.290836929797685,5,27.5354097353482,27.8939362775643,16.1078251184985,0,43.6432348538467,43.6432348538467,26.9240481133876,"Ideal: pandemic shock only",43.6432348538467,"Random forest",27.5533299969451,16.7191867404591,16.0899048569016,16.1078251184985,0,0.61136162196064,-0.017920261596867,27.5354097353482
266,2020,"North East",4865,8.48975433377831,72.0759286479076,19.293203674452,118.191173948983,4.77230343170165,26.2587500387983,506.61541273506,0,-0.1607921007917,5,25.0843615479148,24.8593834576665,9.69301320664113,0,34.777374754556,34.777374754556,25.6914334954896,"Ideal: pandemic shock only",34.777374754556,"Random forest",25.0817708070229,9.08594125906636,9.6956039475331,9.69301320664113,0,-0.607071947574774,0.00259074089196787,25.0843615479148
267,2020,"South and Islands",762,6.63643544096003,44.0422753620303,20.0664577409399,131.401946320574,4.87826091812174,23.5720931576218,473.008411212918,1,-0.492646698618837,5,26.5928362214083,23.8333563563295,1.59000517227245,3,28.1828413936808,31.1828413936808,23.724160599711,"Ideal: pandemic shock only",28.1828413936808,"Random forest",23.8839821411937,4.45868079396974,4.29885925248708,1.59000517227245,0,2.86867562169729,2.70885408021463,26.5928362214083
268,2020,"Center",10306,9.24048578189598,85.3865774854217,26.3061560879478,340.141481555472,5.82936165327734,19.40784532716,510.545808507019,1,0.666598150942646,5,28.8621111074426,29.5175951098878,4.98487464231099,1,33.8469857497536,34.8469857497536,28.4943628657635,"Ideal: pandemic shock only",33.8469857497536,"Random forest",28.7321104907667,5.35262288399004,5.11487525898684,4.98487464231099,0,0.367748241679054,0.130000616675852,28.8621111074426
269,2020,"North East",5372,8.5888631013186,73.7685693731922,24.9147011862186,47.1909810933227,3.85420279580238,31.1746685277015,776.707550947097,0,-1.26366336995496,5,26.2352379779106,27.1308010136944,10.6554922271587,0,36.8907302050693,36.8907302050693,26.0560675978855,"Ideal: pandemic shock only",36.8907302050693,"Random forest",27.192259763929,10.8346626071838,9.69847044114027,10.6554922271587,0,0.1791703800251,-0.957021786018418,26.2352379779106
270,2020,"North West",11526,9.35234073837175,87.4662772866078,20.0144176504684,168.044905664691,5.12423123930931,26.1694213812102,523.765729194638,1,-0.630574169541706,5,26.5248349916257,25.912553111687,15.7660937379718,0,42.2909287295974,42.2909287295974,25.8505081632126,"Ideal: pandemic shock only",42.2909287295974,"Random forest",26.3014814961054,16.4404205663849,15.989447233492,15.7660937379718,0,0.674326828413101,0.223353495520275,26.5248349916257
271,2020,"South and Islands",918,6.82251040007179,46.5466481590877,18.0531710452428,173.764780158654,5.15770254648834,25.6803750664405,463.612203580437,0,-1.46545147765269,5,22.5619314450556,21.4400029560603,1.51612336936307,3,24.0780548144187,27.0780548144187,21.3716846615763,"Ideal: pandemic shock only",24.0780548144187,"Random forest",21.7232993348395,2.70637015284238,2.35475547957914,1.51612336936307,0,1.19024678347931,0.838632110216068,22.5619314450556
272,2020,"Center",2257,7.7219408570103,59.628370599165,16.3100220015487,45.9964269183254,3.8285637177836,23.5634007225231,384.319584215661,0,0.253946241833614,5,23.846728743818,23.1971119116033,4.17618877048251,1,28.0229175143005,29.0229175143005,23.0773392916578,"Ideal: pandemic shock only",28.0229175143005,"Random forest",23.611715060972,4.94557822264271,4.41120245332855,4.17618877048251,0,0.769389452160202,0.235013682846046,23.846728743818
273,2020,"Center",665,6.49975712302167,42.2468426582709,25.1506869922538,211.193624206356,5.35277536295955,21.3842181665127,537.827777680028,1,0.792738388999834,5,28.0677016935831,29.0333442099252,4.99611914053934,1,33.0638208341225,34.0638208341225,28.1505966884587,"Ideal: pandemic shock only",33.0638208341225,"Random forest",28.6581192595638,4.91322414566377,4.40570157455866,4.99611914053934,0,-0.0828949948755682,-0.590417565980678,28.0677016935831
274,2020,"South and Islands",4783,8.47282405121195,71.7887474027957,20.1543525495621,82.9244984629578,4.41793053673473,14.2173941154581,286.542373339012,0,0.603146901596724,5,24.5763179338068,23.5383560713294,0.94484466826943,3,25.5211626020762,28.5211626020762,23.8188208533542,"Ideal: pandemic shock only",25.5211626020762,"Random forest",23.8040416892568,1.70234174872203,1.71712091281947,0.94484466826943,0,0.757497080452597,0.772276244550045,24.5763179338068
275,2020,"South and Islands",16354,9.7022093034077,94.132865367131,24.8606755788822,285.568214623712,5.65448093093752,12,298.328106946586,0,-1.38214490073846,5,25.4272235150478,24.2207054973265,1.30732261341257,3,26.7345461284604,29.7345461284604,23.7359815316663,"Ideal: pandemic shock only",26.7345461284604,"Random forest",23.9331803407134,2.99856459679411,2.80136578774698,1.30732261341257,0,1.69124198338153,1.49404317433441,25.4272235150478
276,2020,"North West",3525,8.16775976775715,66.7122996237924,32.8710496739317,139.277635840594,4.93646932116735,26.5599700782886,873.054095781563,0,0.331597315590395,5,32.2872397623324,32.2183780193159,17.2076616693482,0,49.4949014316806,49.4949014316806,31.9451462648882,"Ideal: pandemic shock only",49.4949014316806,"Random forest",31.832563312482,17.5497551667924,17.6623381191986,17.2076616693482,0,0.342093497444189,0.454676449850364,32.2872397623324
277,2020,"South and Islands",2947,7.98847864388527,63.8157910438111,20.1496189846557,1409.74507000668,7.25116416561197,20.7508912899557,418.122553084617,0,1.6076886548254,5,25.7724073316574,26.6932614033867,1.40166877834455,3,27.174076110002,30.174076110002,26.4020548814249,"Ideal: pandemic shock only",27.174076110002,"Random forest",26.0811207589764,0.772021228577067,1.09295535102562,1.40166877834455,0,-0.629647549767487,-0.308713427318938,25.7724073316574
278,2020,"South and Islands",1647,7.40673818244663,54.8597705033128,24.2714183099258,250.347317161872,5.52284922236891,22.2450174369957,539.918123524915,0,1.17684934701753,5,27.2095135628943,28.3736758983517,1.95965553441706,3,29.1691690973113,32.1691690973113,27.6307041595188,"Ideal: pandemic shock only",29.1691690973113,"Random forest",27.8089490897918,1.53846493779252,1.36022000751951,1.95965553441706,0,-0.421190596624549,-0.599435526897556,27.2095135628943
279,2020,"North West",2509,7.82771729453041,61.2731580430905,25.1393317357196,686.037576561046,6.53093240255377,24.9444148886165,627.085920838354,1,-0.180125399045931,5,30.6859421073155,30.7422239775025,16.2440838328678,0,46.9300259401833,46.9300259401833,29.742078568824,"Ideal: pandemic shock only",46.9300259401833,"Random forest",30.1496776887863,17.1879473713593,16.780348251397,16.2440838328678,0,0.943863538491474,0.536264418529164,30.6859421073155
280,2020,"Center",4568,8.42679054615558,71.0107989087771,22.5567480712421,199.630935437656,5.2964703390307,22.1134730803521,498.808041253695,1,0.32949342864715,5,26.7899750861226,26.2737266789469,4.7618337031968,1,31.5518087893194,32.5518087893194,26.9152882792493,"Ideal: pandemic shock only",31.5518087893194,"Random forest",26.6471415096529,4.63652051007008,4.9046672796665,4.7618337031968,0,-0.125313193126723,0.142833576469701,26.7899750861226
281,2020,"South and Islands",30571,10.3278002894729,106.663458819237,28.190519656624,84.0318715741706,4.43119615038245,25.3862751756837,715.652289348579,1,-0.081354565478345,5,28.5918775136213,28.1474033419457,2.61064472426203,3,31.2025222378833,34.2025222378833,27.4150196832101,"Ideal: pandemic shock only",31.2025222378833,"Random forest",27.875390486054,3.7875025546732,3.32713175182926,2.61064472426203,0,1.17685783041116,0.71648702756723,28.5918775136213
282,2020,"South and Islands",2995,8.00462875433872,64.0740814947863,26.0504407534012,448.089287739581,6.10499251554692,18.0925163703722,471.318025786324,1,0.526096766001481,5,28.2328607840886,28.543919131236,1.86467292853572,3,30.0975337126244,33.0975337126244,27.4463483737719,"Ideal: pandemic shock only",30.0975337126244,"Random forest",28.1526401329835,2.65118533885246,1.94489357964085,1.86467292853572,0,0.786512410316742,0.0802206511051295,28.2328607840886
283,2020,"North East",1413,7.25352138043048,52.6135724163621,27.6078315505969,482.691183937297,6.17937707843771,23.2028393478332,640.580080210541,0,1.09727462608851,5,28.7670874500453,30.5268222248079,10.3937085246495,0,39.1607959746948,39.1607959746948,29.75390241549,"Ideal: pandemic shock only",39.1607959746948,"Random forest",29.8587014251677,9.40689355920489,9.30209454952719,10.3937085246495,0,-0.986814965444628,-1.09161397512233,28.7670874500453
284,2020,"North East",1378,7.22826704714615,52.2478445048589,25.808430155204,376.38533547667,5.93061344700718,25.2621248094871,651.975783717692,0,-0.530757301307509,5,29.099438305799,27.1836865921624,10.3399243534721,0,39.4393626592711,39.4393626592711,27.9427306838039,"Ideal: pandemic shock only",39.4393626592711,"Random forest",27.5992820891367,11.4966319754672,11.8400805701344,10.3399243534721,0,1.15670762199512,1.50015621666232,29.099438305799
285,2020,"North East",991,6.89909850716658,47.5975602115882,24.1966798309703,418.355949145498,6.03633262313888,27.5668174646424,667.025456150752,1,-0.815346873050166,5,27.3083713353902,27.1679181264345,10.3239603036672,0,37.6323316390575,37.6323316390575,27.2125605356731,"Ideal: pandemic shock only",37.6323316390575,"Random forest",27.5506723693064,10.4197711033843,10.0816592697511,10.3239603036672,0,0.095810799717098,-0.242301033916169,27.3083713353902
